Typ kvalifikace,Titul,1. stupeň ZŠ,2. stupeň ZŠ,SŠ,Specializace,Typ ostatní kvalifikace,Název,Vysoká škola,Fakulta,Cena,Město,SDS / semestr,P,DF,K,jednoobor,dvouobor,Odkaz na více info,Poznámka,ČJL,AJ,NJ,FJ,ŠJ,RJ,M,IKT,D,OV ,ZSV,F,CH,PŘ,Z,HV,VV,VKZ,TV,ČSP,DV,ETV,FAV,TPV,OSV,VDO,EGS,MKV,ENV,MV,ODBP,PV,ODBV,NOVÁ AKREDITACE DO 2021
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Německý jazyk se zaměřením na vzdělávání,Univerzita Hradec Králové,Pedagogická fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/pedagogicka-fakulta/prijimaci-zkousky/studijni-programy/nemecky-jazyk-se-zamerenim-na-vzdelavani-1,Filologie,0,0,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Německý jazyk se zaměřením na vzdělávání,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,0,1,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A090016&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+7+polo%C5%BEek,Filologie,0,0,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Ruský jazyk se zaměřením na vzdělávání,Univerzita Hradec Králové,Pedagogická fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/pedagogicka-fakulta/prijimaci-zkousky/studijni-programy/rusky-jazyk-se-zamerenim-na-vzdelavani-2,Filologie,0,0,0,0,0,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Ruský jazyk se zaměřením na vzdělávání,Univerzita Karlova,Filozofická fakulta,0 Kč,Praha,6,P,0,0,1,0,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24694,Filologie,0,0,0,0,0,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Ruský jazyk se zaměřením na vzdělávání,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A090017&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+5+polo%C5%BEek,Filologie,0,0,0,0,0,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Společenské vědy se zaměřením na vzdělávání,Univerzita Hradec Králové,Filozofická fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/filozoficka-fakulta/prijimaci-zkousky/studijni-programy/spolecenske-vedy-se-zamerenim-na-vzdelavani-minor,"Filozofie, religionistika a teologie",0,0,0,0,0,0,0,0,0,OV,ZSV,0,0,0,0,0,0,0,0,0,0,ETV,0,0,0,VDO,EGS,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Španělský jazyk a literatura se zaměřením na vzdělávání,Univerzita Karlova,Filozofická fakulta,0 Kč,Praha,6,P,0,0,1,0,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24695,Filologie,0,0,0,0,ŠJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Tělesná výchova a sport pro vzdělávání se specializacemi,Univerzita Palackého v Olomouci,Fakulta tělesné kultury,0 Kč,Olomouc,6,P,0,K,1,0,prezenční i kombinované,Tělesná výchova a sport; kinantropologie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VKZ,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Tělesná výchova pro vzdělávání,Univerzita Palackého v Olomouci,Fakulta tělesné kultury,0 Kč,Olomouc,6,P,0,0,0,1,https://studium.upol.cz/Catalog/StudyPrograms?type=Bachelor#year=2021&maior=5737,Tělesná výchova a sport; kinantropologie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VKZ,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Tělesná výchova se zaměřením na vzdělávání a ochranu obyvatelstva,Univerzita Palackého v Olomouci,Fakulta tělesné kultury,0 Kč,Olomouc,6,P,0,K,1,0,prezenční i kombinované,Tělesná výchova a sport; kinantropologie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VKZ,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Tělesná výchova se zaměřením na vzdělávání a speciální pedagogiku,Univerzita Palackého v Olomouci,Fakulta tělesné kultury,0 Kč,Olomouc,6,P,0,K,1,0,prezenční i kombinované,Tělesná výchova a sport; kinantropologie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VKZ,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Pedagogika volného času,0,Trenérství a sport - pedagogika volného času,Univerzita Palackého v Olomouci,Fakulta tělesné kultury,0 Kč,Olomouc,6,0,0,K,1,0,https://studium.upol.cz/Catalog/StudyPrograms?type=Bachelor#year=2021&globalId=33604&maior=6241,Tělesná výchova a sport; kinantropologie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VKZ,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství biologie a environmentální výchovy pro střední školy,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,4,P,0,0,0,1,https://www.studium.upol.cz/Catalog/StudyPrograms?type=Subsequent#year=2021&maior=5482,"Biologie, ekologie a životní prostředí",0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství biologie pro střední školy,Masarykova univerzita,Přírodovědecká fakulta,0 Kč,Brno,4,P,0,0,0,1,https://is.muni.cz/program/23730/ucitelstvi-biologie-pro-stredni-skoly,"Biologie, ekologie a životní prostředí",0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství biologie pro střední školy,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,4,P,0,0,0,1,https://www.studium.upol.cz/Catalog/StudyPrograms?type=Subsequent#year=2021&maior=5480,"Biologie, ekologie a životní prostředí",0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství deskriptivní geometrie pro střední školy,Masarykova univerzita,Přírodovědecká fakulta,0 Kč,Brno,4,P,0,0,0,1,https://is.muni.cz/program/23733/ucitelstvi-deskriptivni-geometrie-pro-stredni-skoly,Matematika,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství deskriptivní geometrie pro střední školy,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,4,P,0,K,1,1,prezenční i kombinované,Matematika,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství fyziky pro střední školy,Masarykova univerzita,Přírodovědecká fakulta,0 Kč,Brno,4,P,0,0,0,1,https://is.muni.cz/program/23736/ucitelstvi-fyziky-pro-stredni-skoly,Fyzika,0,0,0,0,0,0,M,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství fyziky pro střední školy,Univerzita Karlova,Matematicko-fyzikální fakulta,0 Kč,Praha,4,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24464,Fyzika,0,0,0,0,0,0,M,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství fyziky pro střední školy,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,4,P,0,K,0,1,prezenční i kombinované,Fyzika,0,0,0,0,0,0,M,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství geografie pro střední školy,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,4,P,0,K,0,1,prezenční i kombinované,Vědy o Zemi,0,0,0,0,0,0,0,0,0,0,0,0,0,PŘ,Z,0,0,0,0,ČSP,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství geologie a ochrany životního prostředí pro střední školy,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,4,P,0,0,0,1,https://www.studium.upol.cz/Catalog/StudyPrograms?type=Subsequent#year=2021&maior=5586,Vědy o Zemi,0,0,0,0,0,0,0,0,0,0,0,0,0,PŘ,Z,0,0,0,0,ČSP,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství chemie pro střední školy,Masarykova univerzita,Přírodovědecká fakulta,0 Kč,Brno,4,P,0,0,0,1,https://is.muni.cz/program/24000/ucitelstvi-chemie-pro-stredni-skoly,Chemie,0,0,0,0,0,0,M,0,0,0,0,F,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství chemie pro střední školy,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,4,P,0,0,0,1,https://www.studium.upol.cz/Catalog/StudyPrograms?type=Subsequent#year=2021&maior=5588,Chemie,0,0,0,0,0,0,M,0,0,0,0,F,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství informatiky pro střední školy,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,4,P,0,0,0,1,https://www.studium.upol.cz/Catalog/StudyPrograms?type=Subsequent#year=2021&maior=5486,Informatika,0,0,0,0,0,0,M,IKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství matematiky pro střední školy,Masarykova univerzita,Přírodovědecká fakulta,0 Kč,Brno,4,P,0,0,0,1,https://is.muni.cz/program/23742/ucitelstvi-matematiky-pro-stredni-skoly,Matematika,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství matematiky pro střední školy,Univerzita Palackého v Olomouci,Přírodovědecká fakulta,0 Kč,Olomouc,4,P,0,K,1,1,"jednooborové kombinované, dvouoborové prezenční, dvouoborové kombinované",Matematika,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,0,SŠ,Učitelství,0,Učitelství náboženství a základů společenských věd pro střední školy,Univerzita Karlova,Husitská teologická fakulta,0 Kč,Praha,4,P,0,0,1,0,https://is.cuni.cz/studium/prijimacky/index.php?do=detail_obor&id_obor=24800,"Filozofie, religionistika a teologie",0,0,0,0,0,0,0,0,0,OV,ZSV,0,0,0,0,0,0,0,0,0,0,ETV,0,0,0,VDO,EGS,0,0,0,0,0,0,ANO
Titul,Mgr.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Učitelství tělesné výchovy pro 2. stupeň ZŠ a SŠ,Univerzita Palackého v Olomouci,Fakulta tělesné kultury,0 Kč,Olomouc,4,P,0,0,0,1,https://www.studium.upol.cz/Catalog/StudyPrograms?type=Subsequent#year=2021&maior=5893,Tělesná výchova a sport; kinantropologie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Učitelství tělesné výchovy pro 2. stupeň ZŠ a SŠ a ochrana obyvatelstva,Univerzita Palackého v Olomouci,Fakulta tělesné kultury,0 Kč,Olomouc,4,P,0,K,1,0,prezenční i kombinované,Tělesná výchova a sport; kinantropologie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Učitelství tělesné výchovy pro 2. Stupeň ZŠ a SŠ se specializacemi,Univerzita Palackého v Olomouci,Fakulta tělesné kultury,0 Kč,Olomouc,4,P,0,K,1,0,prezenční i kombinované,Tělesná výchova a sport; kinantropologie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Mgr.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Učitelství tělesné výchovy pro 2. stupeň ZŠ a SŠ se zaměřením na speciální pedagogiku,Univerzita Palackého v Olomouci,Fakulta tělesné kultury,0 Kč,Olomouc,4,P,0,K,1,0,prezenční i kombinované,Tělesná výchova a sport; kinantropologie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Výtvarná výchova se zaměřením na vzdělávání,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,0,1,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A320002&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+6+polo%C5%BEek,Vědy o umění a kultuře,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Základy společenských věd se zaměřením na vzdělávání,Univerzita Karlova,Pedagogická fakulta,0 Kč,Praha,6,P,0,0,0,1,https://is.cuni.cz/studium/prijimacky/index.php?do=obory&fakulta=11410&fst=&druh=B&stupr=B0114A100003&obor1=&iscedkod=&jazyk=&delka=&fulltext=&zobraz=Zobrazit+6+polo%C5%BEek,"Filozofie, religionistika a teologie",0,0,0,0,0,0,0,0,0,OV,ZSV,0,0,0,0,0,0,0,0,0,0,ETV,0,0,0,VDO,EGS,0,0,0,0,0,0,ANO
Titul,Bc.,0,0,SŠ,Učitelství,0,Anglický jazyk a literatura se zaměřením na vzdělávání pro střední školy,Jihočeská univerzita v Českých Budějovicích,Filozofická fakulta,0 Kč,České Budějovice,6,P,0,0,0,1,http://www.ff.jcu.cz/uchazeci-o-studium/ucitelstvi-pro-stredni-skoly/anglicky-jazyk-a-literatura-se-zamerenim-na-vzdelavani-pro-stredni-skoly-1/anglicky-jazyk-a-literatura-se-zamerenim-na-vzdelavani-pro-stredni-skoly,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Anglický jazyk se zaměřením na vzdělávání,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,6,P,0,K,1,1,https://is.muni.cz/program/23858/anglicky-jazyk-se-zamerenim-na-vzdelavani,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Anglický jazyk se zaměřením na vzdělávání,Ostravská univerzita,Pedagogická fakulta,0 Kč,Ostrava,6,P,0,0,0,1,https://www.osu.cz/studijniobory/?znazvu=Anglick%C3%BD+jazyk+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD&t7=ano&tbsp%5B%5D=1&f45000=ano&filtr=a&x=0&y=0#filtr,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Anglický jazyk se zaměřením na vzdělávání,Technická univerzita v Liberci,Fakulta přírodovědně-humanitní a pedagogická,0 Kč,Liberec,6,P,0,K,0,1,prezenční i kombinované,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Anglický jazyk se zaměřením na vzdělávání,Univerzita Palackého v Olomouci,Pedagogická fakulta,0 Kč,Olomouc,6,P,0,K,1,1,"prezenční jednooborové, kombinované jednooborové, prezenční dvouoborové, kombinované dvouoborové",,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Anglický jazyk se zaměřením na vzdělávání,Západočeská univerzita v Plzni,Fakulta pedagogická,0 Kč,Plzeň,6,P,0,0,0,1,https://www.zcu.cz/cs/Admission/Study-fields/index.html?FieldNumber=B0114A300081&FormOfStudy=P&TypeOfStudy=B,,0,AJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Biologie se zaměřením na vzdělávání,Západočeská univerzita v Plzni,Fakulta pedagogická,0 Kč,Plzeň,6,P,0,0,0,1,https://www.zcu.cz/cs/Admission/Study-fields/index.html?FieldNumber=B0114A300087&FormOfStudy=P&TypeOfStudy=B,,0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Biologie se zaměřením na vzdělávání pro střední školy,Jihočeská univerzita v Českých Budějovicích,Přírodovědecká fakulta,0 Kč,České Budějovice,6,P,0,0,0,1,https://www.jcu.cz/uchazec-o-studium/co-u-nas-studovat/stag_obory_hledat?hledej_text=Biologie+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD+pro+st%C5%99edn%C3%AD+%C5%A1koly&no_cache=1&obor_fakulta=P%C5%99%C3%ADrodov%C4%9Bdeck%C3%A1+fakulta&obor_forma=prezen%C4%8Dn%C3%AD&obor_typ=bakal%C3%A1%C5%99sk%C3%A9&b_size=10,,0,0,0,0,0,0,0,0,0,0,0,0,CH,PŘ,0,0,0,VKZ,0,0,0,0,0,0,0,0,0,0,ENV,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Český jazyk a literatura se zaměřením na vzdělávání,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,6,P,0,0,0,1,https://is.muni.cz/program/23849/cesky-jazyk-a-literatura-se-zamerenim-na-vzdelavani,,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Český jazyk a literatura se zaměřením na vzdělávání,Technická univerzita v Liberci,Fakulta přírodovědně-humanitní a pedagogická,0 Kč,Liberec,6,P,0,0,0,1,https://www.tul.cz/uchazeci/studijni-programy/program/1263_cesky-jazyk-a-literatura-se-zamerenim-na-vzdelavani/,,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Český jazyk a literatura se zaměřením na vzdělávání,Univerzita Palackého v Olomouci,Pedagogická fakulta,0 Kč,Olomouc,6,P,0,K,0,1,prezenční i kombinované,,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,0,SŠ,Učitelství,0,Český jazyk a literatura se zaměřením na vzdělávání pro střední školy,Jihočeská univerzita v Českých Budějovicích,Filozofická fakulta,0 Kč,České Budějovice,6,P,0,0,0,1,http://www.ff.jcu.cz/uchazeci-o-studium/ucitelstvi-pro-stredni-skoly/cesky-jazyk-a-literatura-se-zamerenim-na-vzdelavani-pro-stredni-skoly-1/cesky-jazyk-a-literatura-se-zamerenim-na-vzdelavani-pro-stredni-skoly,,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Český jazyk se zaměřením na vzdělávání,Ostravská univerzita,Pedagogická fakulta,0 Kč,Ostrava,6,P,0,0,0,1,https://www.osu.cz/studijniobory/?znazvu=%C4%8Cesk%C3%BD+jazyk+se+zam%C4%9B%C5%99en%C3%ADm+na+vzd%C4%9Bl%C3%A1v%C3%A1n%C3%AD&t7=ano&tbsp%5B%5D=1&f45000=ano&filtr=a&x=238&y=32#filtr,,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Český jazyk se zaměřením na vzdělávání,Západočeská univerzita v Plzni,Fakulta pedagogická,0 Kč,Plzeň,6,P,0,0,0,1,https://www.zcu.cz/cs/Admission/Study-fields/index.html?FieldNumber=B0114A300107&FormOfStudy=P&TypeOfStudy=B,,ČJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Dějepis se zaměřením na vzdělávání,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,6,P,0,K,0,1,https://is.muni.cz/program/23782/dejepis-se-zamerenim-na-vzdelavani,,0,0,0,0,0,0,0,0,D,OV,ZSV,0,0,0,0,0,0,0,0,ČSP,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Dějepis se zaměřením na vzdělávání,Technická univerzita v Liberci,Fakulta přírodovědně-humanitní a pedagogická,0 Kč,Liberec,6,P,0,K,0,1,prezenční i kombinované,,0,0,0,0,0,0,0,0,D,OV,ZSV,0,0,0,0,0,0,0,0,ČSP,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,0,SŠ,Učitelství,0,Dějepis se zaměřením na vzdělávání pro střední školy,Jihočeská univerzita v Českých Budějovicích,Filozofická fakulta,0 Kč,České Budějovice,6,P,0,0,0,1,http://www.ff.jcu.cz/uchazeci-o-studium/ucitelstvi-pro-stredni-skoly/dejepis-se-zamerenim-na-vzdelavani-1/dejepis-se-zamerenim-na-vzdelavani,,0,0,0,0,0,0,0,0,D,OV,ZSV,0,0,0,0,0,0,0,0,ČSP,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Etická výchova se zaměřením na vzdělávání,Univerzita Hradec Králové,Pedagogická fakulta,0 Kč,Hradec Králové,6,P,0,0,0,1,https://www.uhk.cz/cs/pedagogicka-fakulta/prijimaci-zkousky/studijni-programy/eticka-vychova-se-zamerenim-na-vzdelavani-minor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ETV,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Francouzský jazyk se zaměřením na vzdělávání,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,6,P,0,0,1,1,https://is.muni.cz/program/23907/francouzsky-jazyk-se-zamerenim-na-vzdelavani,,0,0,0,FJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,0,SŠ,Učitelství,0,Francouzský jazyk se zaměřením na vzdělávání pro střední školy,Jihočeská univerzita v Českých Budějovicích,Filozofická fakulta,0 Kč,České Budějovice,6,P,0,0,0,1,http://www.ff.jcu.cz/uchazeci-o-studium/ucitelstvi-pro-stredni-skoly/francouzsky-jazyk-se-zamerenim-na-vzdelavani-pro-stredni-skoly-1/francouzsky-jazyk-se-zamerenim-na-vzdelavani-pro-stredni-skoly,,0,0,0,FJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Fyzika se zaměřením na vzdělávání,Masarykova univerzita,Pedagogická fakulta,0 Kč,Brno,6,P,0,0,0,1,https://is.muni.cz/program/23774/fyzika-se-zamerenim-na-vzdelavani,,0,0,0,0,0,0,M,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
Titul,Bc.,0,2. stupeň ZŠ,SŠ,Učitelství,0,Fyzika se zaměřením na vzdělávání,Technická univerzita v Liberci,Fakulta přírodovědně-humanitní a pedagogická,0 Kč,Liberec,6,P,0,K,0,1,prezenční i kombinované,,0,0,0,0,0,0,M,0,0,0,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANO
